"code","type","floor","status","companyName","companyNameEng","shortName","listedDate","delistedDate","companyId","isin","indexCode"
"CTB","STOCK","HNX","listed","Công ty Cổ phần Chế tạo Bơm Hải Dương ","Hai Duong Pump Manufacturing Joint Stock Company","Bơm Hải Dương","2006-10-10",,"920","VN000000CTB8",
"MKV","STOCK","HNX","listed","Công ty Cổ phần Dược thú y Cai Lậy ","CaiLay Veterinary Pharmaceutical Joint Stock Company","Dược thú y Cai Lậy","2008-11-21",,"2401","VN000000MKV4",
"VHL","STOCK","HNX","listed","Công ty Cổ phần Viglacera Hạ Long","Viglacera Ha Long Joint Stock Company","Viglacera Hạ Long","2009-02-12",,"2409","VN000000VHL2",
"THT","STOCK","HNX","listed","Công ty Cổ phần than Hà Tu – Vinacomin","Vinacomin - Ha Tu Coal Joint Stock Company","Than Hà Tu","2008-10-24",,"984","VN000000THT9",
"LM7","STOCK","HNX","listed","Công ty Cổ phần Lilama 7 ","Lilama 7 Joint Stock Company","CTCP Lilama 7","2010-10-28",,"3036","VN000000LM70",
"KTT","STOCK","HNX","listed","CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ KTT","Thien Truong Investment Equipment and Construction Engineering Joint Stock Company","Điện Thiên Trường","2010-10-28",,"3037","VN000000KTT3",
"HVT","STOCK","HNX","listed","Công ty Cổ phần Hóa chất Việt Trì","Viet Tri Chemical Joint Stock Company","Hóa chất Việt Trì","2009-05-08",,"2454","VN000000HVT5",
"TTT","STOCK","HNX","listed","Công ty Cổ phần Du lịch - Thương mại Tây Ninh","Tay Ninh Tourist - Trading Joint Stock Company","T.mại Tây Ninh","2017-06-02",,"1018","VN000000TTT4",
"ADC","STOCK","HNX","listed","Công ty Cổ phần Mĩ thuật và Truyền thông ","Art Design & Communication Joint Stock Company","Mĩ thuật & Tr.thông","2010-12-24",,"3077","VN000000ADC4",
"PTD","STOCK","HNX","listed","Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh","Phuc Thinh Design Construction Trading Corporation","T.mại Phúc Thịnh","2015-11-10",,"3084","VN000000PTD6",
"TTZ","STOCK","HNX","listed","Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung","Tien Trung Investment Construction And Technology Joint Stock Company","C.nghệ Tiến Trung","2013-01-29",,"3661","VN000000TTZ1",
"HLD","STOCK","HNX","listed","Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND","HUDLAND Real Estate Investment and Development Joint Stock Company","BĐS HUDLAND","2013-03-26",,"3674","VN000000HLD0",
"KSQ","STOCK","HNX","listed","Công ty cổ phần CNC Capital Việt Nam","CNC Capital Viet Nam Joint-Stock Company","CNC Capital VN","2013-07-26",,"3723","VN000000KSQ1",
"DNM","STOCK","HNX","listed","Tổng Công ty Cổ phần Y tế Danameco ","Danameco Medical Joint - Stock Corporation","Y tế Danameco","2011-02-16",,"3125","VN000000DNM6",
"MCF","STOCK","HNX","listed","Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm (Mecofood)","Mechanics Construction And Foodstuff Joint - Stock Company","Th.phẩm Mecofood","2011-02-14",,"3129","VN000000MCF4",
"THS","STOCK","HNX","listed","Công ty Cổ phần Thanh Hoa - Sông Đà","Song Da - Thanh Hoa Joint Stock Company","Thanh Hoa Sông Đà","2013-11-12",,"3792","VN000000THS1",
"DIH","STOCK","HNX","listed","Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An","Development investment Construction Hoi An Joint Stock Company","Xây dựng Hội An","2011-04-27",,"3172","VN000000DIH6",
"CIA","STOCK","HNX","listed","Công ty Cổ phần Dịch vụ Sân bay Quốc tế Cam Ranh","Cam Ranh International Airport Services Joint Stock Company","DV S.bay Cam Ranh","2017-11-29",,"5389","VN000000CIA3",
"L14","STOCK","HNX","listed","Công ty Cổ phần Licogi 14","Licogi 14 Joint Stock Company","CTCP Licogi 14","2011-09-13",,"3220","VN000000L144","HNX30"
"PVC","STOCK","HNX","listed","Tổng công ty Hóa chất và Dịch vụ Dầu khí - CTCP (PVChem)","Petrovietnam Chemical and Services Corporation","Hóa chất & DV dầu khí","2007-11-15",,"1101","VN000000PVC4","HNX30"
"DTD","STOCK","HNX","listed","Công ty Cổ phần Đầu tư Phát triển Thành Đạt","Thanh Dat Investment Development Joint Stock Company","ĐTPT Thành Đạt","2017-11-16",,"5557","VN000000DTD2","HNX30"
"HTP","STOCK","HNX","listed","Công ty Cổ phần In sách Giáo Khoa Hòa Phát","Hoa Phat Textbook Printing Joint Stock Company","In SGK Hòa Phát","2006-12-14",,"1218","VN000000HTP7",
"PTS","STOCK","HNX","listed","Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng","Hai Phong Petrolimex Transportation and Services Joint Stock Company","V.tải Petro H.Phòng","2006-12-01",,"1223","VN000000PTS4",
"TPH","STOCK","HNX","listed","Công ty Cổ phần In Sách Giáo Khoa tại TP Hà Nội","Ha Noi Textbooks Printing Joint - Stock Company","Sách giáo khoa HN","2006-12-15",,"1227","VN000000TPH7",
"VMC","STOCK","HNX","listed","Công ty Cổ phần VIMECO","Vimeco Joint Stock Company","CTCP VIMECO","2006-12-11",,"1229","VN000000VMC1",
"VTH","STOCK","HNX","listed","Công ty Cổ phần tập đoàn Việt Thái","VIETTHAI GROUP JOINT STOCK COMPANY","Cáp Điện Việt Thái","2014-10-29",,"4099","VN000000VTH5",
"CMC","STOCK","HNX","listed","Công ty Cổ phần Đầu tư CMC ","Cmc Investment Joint Stock Company","CTCP Đầu tư CMC","2006-12-11",,"1256","VN000000CMC1",
"SDC","STOCK","HNX","listed","Công ty Cổ phần Tư vấn sông Đà","Song Da Consulting Joint Stock Company","Tư vấn sông Đà","2006-12-25",,"1276","VN000000SDC6",
"SFN","STOCK","HNX","listed","Công ty Cổ phần Dệt lưới Sài Gòn ","Saigon Fishing Net Joint Stock Company","Dệt lưới Sài Gòn","2009-06-12",,"1352","VN000000SFN8",
"API","STOCK","HNX","listed","Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương","Asia - Pacific  Investment Joint Stock Company","ĐT Châu Á - TBD","2010-09-13",,"2560","VN000000API5",
"VIT","STOCK","HNX","listed","Công ty Cổ phần Viglacera Tiên Sơn ","Viglacera Tien Son Joint Stock Company","Viglacera Tiên Sơn","2009-11-03",,"2563","VN000000VIT3",
"BNA","STOCK","HNX","listed","Công ty Cổ phần Đầu tư Sản xuất Bảo Ngọc","Bao Ngoc Investment Production Corporation","Đầu tư SX Bảo Ngọc","2020-10-12",,"10051","VN000000BNA5",
"IPA","STOCK","HNX","listed","Công ty Cổ phần Tập đoàn đầu tư I.P.A","IPA Investments Group Joint Stock Company","Tập đoàn I.P.A","2021-11-01",,"1","VN000000IPA5",
"HCT","STOCK","HNX","listed","Công ty Cổ phần Thương mại - Dịch vụ - Vận tải xi măng Hải Phòng","Hai Phong Cement Transport  JSC","Thương mai - Dịch vụ - Vận tải xi măng Hải Phòng","2007-11-27",,"2099","VN000000HCT5",
"SPC","STOCK","HNX","listed","Công ty Cổ phần Bảo vệ thực vật Sài Gòn","Saigon plant Prôtectin Joint Stock Company","Bảo vệ thực vật SG","2022-01-27",,"2251","VN000000SPC0",
"VLA","STOCK","HNX","listed","Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang","Van Lang Technology Development and Investment Joint Stock Company","C.nghệ Văn Lang","2010-08-04",,"2873","VN000000VLA7",
"VSA","STOCK","HNX","listed","Công ty Cổ phần Đại lý Hàng hải Việt Nam","Viet Nam Ocean Shipping Agency Corporation","Đại lý Hàng hải VN","2015-12-22",,"659","VN000000VSA2",
"L62","STOCK","HNX","listed","Công ty Cổ phần Lilama 69-2","LILAMA 69 - 2 Joint Stock company","CTCP Lilama 69-2","2008-04-21",,"2311","VN000000L623",
"APS","STOCK","HNX","listed","Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương","Asia - Pacific Securities Joint Stock Company","Chứng khoán APEC","2010-04-19",,"2318","VN000000APS4",
"MAX","STOCK","HNX","delisted","Công ty Cổ phần Khai khoáng và Cơ khí Hữu nghị Vĩnh Sinh ","Huu Nghi Vinh Sinh Mining and Mechanic Joint Stock Company",,"2011-06-22","2015-06-26","2982",,
"AMC","STOCK","HNX","listed","Công ty Cổ phần Khoáng sản Á Châu","Asia Mineral Join Stock Company","K.sản Á Châu","2012-02-15",,"3396","VN000000AMC5",
"KKC","STOCK","HNX","listed","Công ty Cổ phần Tập đoàn Thành Thái","KKC Metal Joint Stock Company","CTCP Kim khí KKC","2008-08-21",,"2378","VN000000KKC8",
"TPP","STOCK","HNX","listed","Công Ty Cổ Phần Tân Phú Việt Nam","Tan Phu Viet Nam Joint Stock Company","CTCP Tân Phú Việt Nam","2008-09-26",,"2380","VN000000TPP0",
"THB","STOCK","HNX","listed","Công ty Cổ phần Bia Thanh Hóa ","Thanh Hoa Beer Joint Stock Company","Bia Thanh Hóa","2008-11-19",,"2390","VN000000THB7",
"NIS","STOCK","HNX","delisted","Công ty Cổ phần Dịch vụ hạ tầng mạng","Network Infrastructure Services Joint Stock Company",,"2010-09-16","2014-03-17","2987",,
"MED","STOCK","HNX","listed","CÔNG TY CỔ PHẦN DƯỢC TRUNG ƯƠNG MEDIPLANTEX","MEDIPLANTEX NATIONAL PHARMACEUTICAL JOINT STOCK COMPANY","Dược TW MEDIPLANTEX","2020-03-18",,"3470","VN000000MED5",
"OCH","STOCK","HNX","listed","Công ty Cổ phần One Capital Hospitality","One Capital Hospitality Joint Stock Company","Khách sạn và dịch vụ OCH","2010-10-01",,"3008","VN000000OCH6",
"VGS","STOCK","HNX","listed","Công ty Cổ phần Ống thép Việt Đức VG PIPE","Vietnam Germany Steel Pipe Joint Stock Company","Ống thép Việt Đức","2008-12-04",,"2402","VN000000VGS9",
"SPI","STOCK","HNX","listed","Công ty Cổ phần Spiral Galaxy","SPI Joint Stock Company","CTCP SPI","2012-09-26",,"3569","VN000000SPI7",
"TXM","STOCK","HNX","listed","Công ty Cổ phần VICEM Thạch cao Xi măng","Gypsum and Cement VICEM Joint Stock Company","Thạch cao Xi măng","2006-12-11",,"1003","VN000000TXM1",
"CMS","STOCK","HNX","listed","Công ty cổ phần Tập đoàn CMH Việt Nam","CMH Vietnam Group Joint Stock Company","CTCP CMVIETNAM","2010-11-29",,"3058","VN000000CMS7",
"BCF","STOCK","HNX","listed","Công ty Cổ phần Thực phẩm Bích Chi","Bich Chi Food Company","Thực phẩm Bích Chi","2020-03-16",,"5258","VN000000BCF7",
"ICG","STOCK","HNX","listed","Công ty Cổ phần Xây dựng sông Hồng ","Song Hong Construction Joint Stock Company","Xây dựng sông Hồng","2009-04-21",,"2455","VN000000ICG0",
"PCG","STOCK","HNX","listed","Công ty Cổ phần Đầu tư Phát triển Gas Đô thị","PetroVietNam Gas City Investment And Development Joint Stock Company","ĐTPT Gas Đô thị","2010-12-29",,"3078","VN000000PCG5",
"PPP","STOCK","HNX","listed","Công ty Cổ phần Dược phẩm Phong Phú","Phong Phu Pharmaceutial Joint Stock Company","Dược Phong Phú","2011-07-18",,"2476","VN000000PPP8",
"SHS","STOCK","HNX","listed","Công ty Cổ phần Chứng khoán Sài Gòn Hà Nội ","Sai Gon - Ha Noi Securities Joint Stock Company","Chứng khoán SG HN","2009-06-25",,"2484","VN000000SHS3","HNX30"
"TSB","STOCK","HNX","listed","Công ty Cổ phần Ắc quy Tia sáng","Tiasang Battery Joint stock compayny","Ắc quy Tia sáng","2011-01-19",,"3088","VN000000TSB4",
"DTC","STOCK","HNX","listed","Công ty Cổ phần Viglacera Đông Triều","Dong Trieu Viglacera JSC","Viglacera Đông Triều","2021-11-16",,"1258","VN000000DTC4",
"POT","STOCK","HNX","listed","Công ty Cổ phần Thiết bị Bưu Điện","Post and Telecommunication Equipment Factory","Thiết bị Bưu Điện","2006-12-20",,"1266","VN000000POT3",
"S91","STOCK","HNX","delisted","Công ty Cổ phần Sông Đà 9.01","Song Da 9.01 Joint Stock Company",,"2006-12-20","2014-01-06","1270",,
"PLC","STOCK","HNX","listed","Tổng Công ty Hóa dầu Petrolimex - CTCP","Petrolimex Petrochemical Corporation - JSC","Hóa dầu Petrolimex","2006-12-27",,"1293","VN000000PLC5","HNX30"
"AVS","STOCK","HNX","delisted","Công ty Cổ phần Chứng khoán Âu Việt","Au Viet Securities Corporation",,"2010-04-22","2013-06-04","2502",,
"DAD","STOCK","HNX","listed","Công ty Cổ phần Đầu tư và Phát triển giáo dục Đà Nẵng ","Da Nang Education Development And Investment Joint Stock Company","ĐTPT Giáo dục ĐN","2009-08-19",,"2513","VN000000DAD2",
"VNF","STOCK","HNX","listed","Công ty cổ phần VINAFREIGHT","Vinafreight","VINAFREIGHT","2010-12-01",,"2517","VN000000VNF2",
"IDV","STOCK","HNX","listed","Công ty Cổ phần Phát triển hạ tầng Vĩnh Phúc","Vinh Phuc Infrastructure Development Joint Stock Company","Hạ tầng Vĩnh Phúc","2010-06-01",,"2535","VN000000IDV7",
"PMC","STOCK","HNX","listed","Công ty Cổ phần Dược phẩm dược liệu Pharmedic ","Pharmedic Pharmaceutical Medicinal Joint Stock Company.","Dược Pharmedic","2009-10-09",,"2538","VN000000PMC3",
"NST","STOCK","HNX","listed","Công ty Cổ phần Ngân Sơn ","Ngan Son Joint Stock Company","CTCP Ngân Sơn","2006-12-29",,"1336","VN000000NST9",
"TLC","STOCK","HNX","delisted","Công ty Cổ phần Viễn thông Thăng Long ","Thang Long Telecommunications Joint Stock Company",,"2006-12-28","2013-05-16","1339",,
"BED","STOCK","HNX","listed","Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng","Da Nang Books And School Equipment Joint Stock Company","Sách T.bị Đà Nẵng","2009-10-21",,"2546","VN000000BED8",
"YSC","STOCK","HNX","delisted","Công ty Cổ phần HAPACO Yên Sơn","Yen Son Joint Stock Company",,"2006-12-29","2011-08-23","1342",,
"TV3","STOCK","HNX","listed","Công ty Cổ phần Tư vấn xây dựng điện 3","Power Engineering Consulting Joint Stock Company","Tư vấn XD điện 3","2009-12-01",,"2576","VN000000TV30",
"BXH","STOCK","HNX","listed","Công ty Cổ phần Vicem Bao bì Hải Phòng","Hai Phong Cement Packing Joint Stock Company","Bao bì Hải Phòng","2009-11-25",,"2577","VN000000BXH9",
"PGS","STOCK","HNX","listed","Công ty cổ phần kinh doanh khí miền nam","Southern gas trading joint stock company","Kinh doanh khí Miền Nam","2007-11-15",,"1480","VN000000PGS1",
"GLT","STOCK","HNX","listed","Công ty Cổ phần Kỹ thuật điện toàn cầu","Global Electrical Technologies Corporation","KT điện Toàn cầu","2009-11-26",,"2584","VN000000GLT8",
"V12","STOCK","HNX","listed","CTCP Xây dựng số 12","Viet Nam Construction joint stock Company No12","Xây dựng số 12","2010-01-05",,"2590","VN000000V127",
"RCL","STOCK","HNX","listed","Công ty Cổ phần Địa ốc Chợ Lớn","ChoLon Real Estate Joint Stock Company","Địa ốc Chợ Lớn","2007-06-14",,"1491","VN000000RCL1",
"TKC","STOCK","HNX","listed","Công ty Cổ phần Xây dựng và Kinh doanh địa ốc Tân Kỷ","Tanky Construction Real Estate Trading Corporation","Địa ốc Tân Kỷ","2009-12-01",,"2592","VN000000TKC9",
"HGM","STOCK","HNX","listed","Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang ","Ha Giang Mineral and Mechanics Joint Stock Company","K.sản Hà Giang","2009-12-21",,"2623","VN000000HGM1",
"MAC","STOCK","HNX","listed","Công ty Cổ phần Cung ứng và Dịch vụ kỹ thuật hàng hải ","Marine Supply And Engineering Service Joint Stock Company","DV KT Hàng Hải","2009-12-24",,"2631","VN000000MAC5",
"HST","STOCK","HNX","delisted","Công ty Cổ phần Phát hành sách và Thiết bị trường học Hưng Yên","Hung Yen Book and Education Equipment Join Stock Company","Sách Hưng Yên","2009-12-29","2020-02-07","2647","VN000000HST1",
"CKV","STOCK","HNX","listed","Công ty Cổ phần COKYVINA ","COKYVINA Joint Stock Company","COKYVINA","2010-03-11",,"2650","VN000000CKV5",
"BDB","STOCK","HNX","listed","Công ty Cổ phần Sách và Thiết bị Bình Định ","Binh Đinh Book and Equipment Joint Stock Company","Sách Bình Định","2010-01-29",,"2651","VN000000BDB4",
"SGH","STOCK","HNX","listed","Công ty Cổ phần Khách sạn Sài Gòn","Saigon Hotel Corporation","Khách sạn Sài Gòn","2009-07-30",,"52","VN000000SGH8",
"VBC","STOCK","HNX","listed","Công ty Cổ phần Nhựa - Bao bì Vinh ","Vinh Plastic And Bags Joint Stock Company","Nhựa - Bao bì Vinh","2010-03-17",,"2702","VN000000VBC4",
"PVS","STOCK","HNX","listed","Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam","Petrovietnam Technical Services Corporation","DV KT D.khí VN","2007-09-20",,"396","VN000000PVS0","HNX30"
"VNR","STOCK","HNX","listed","Tổng Công ty Cổ phần tái bảo hiểm quốc gia Việt Nam","Vietnam National Reinsurance Cooporation","Tái bảo hiểm VN","2006-03-13",,"399","VN000000VNR7","HNX30"
"L35","STOCK","HNX","listed","Công ty Cổ phần Cơ khí lắp máy LILAMA","Erection Mechanical Joint Stock Company","Cơ khí Lilama","2010-03-25",,"2728","VN000000L359",
"HOM","STOCK","HNX","listed","Công ty Cổ phần Xi măng Vicem Hoàng Mai","Vicem Hoang Mai Cement Joint Stock Company","Xi măng Hoàng Mai","2009-07-09",,"441","VN000000HOM5",
"KSD","STOCK","HNX","listed","Công ty cổ phần Đầu tư DNA","South East Asia Export Joint Stock Company","Xuất khẩu Hamico","2010-04-28",,"2773","VN000000KSD9",
"VCM","STOCK","HNX","listed","Công ty Cổ phần Nhân lực và Thương mại Vinaconex ","Vinaconex Trading And Manpower Joint Stock Company","N.lực Vinaconex","2010-05-11",,"2785","VN000000VCM1",
"DVM","STOCK","HNX","listed","Công ty Cổ phần dược liệu Việt Nam","Vietnam Medicinal Materials Joint Stock Company","Dược liệu Việt Nam","2022-07-19",,"14360","VN000000DVM9",
"PCH","STOCK","HNX","listed","PICOMAT","Picomat Plastic Joint Stock Company","Nhựa Picomat","2022-07-28",,"14378","VN000000PCH3",
"NVC","STOCK","HNX","delisted","Công ty Cổ phần Nam Vang ","Nam Vang Corporation",,"2008-01-24","2014-05-23","2222",,
"SMT","STOCK","HNX","listed","Công ty Cổ phần Sametel","Sametel Corporation","CTCP Sametel","2010-07-30",,"2863","VN000000SMT1",
"VCV","STOCK","HNX","delisted","Công ty Cổ phần Vận tải Vinaconex","Vinaconex Trasportation Joint Stock Company",,"2010-08-05","2014-05-19","2901",,
"TVD","STOCK","HNX","listed","Công ty Cổ phần than Vàng Danh - Vinacomin ","Vinacomin - Vang Danh Coal Joint Stock Company","Than Vàng Danh","2011-01-11",,"2286","VN000000TVD4",
"UNI","STOCK","HNX","listed","Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt","Sao Mai Viet Investment and Development Joint Stock Company","CTCP Viễn Liên","2009-06-08",,"694","VN000000UNI8",
"VTC","STOCK","HNX","listed","Công ty Cổ phần viễn thông VTC","VTC Telecommunications Joint Stock Company","Viễn thông VTC","2009-06-08",,"734","VN000000VTC6",
"X20","STOCK","HNX","listed","Công ty cổ phần X20","X20 Joint Stock Company","CTCP X20","2018-02-05",,"2308","VN000000X206",
"ART","STOCK","HNX","listed","Công ty cổ phần Chứng khoán BOS","BOS Securities Joint Stock Company","Chứng khoán BOS","2018-09-28",,"5103","VN000000ART8",
"SEB","STOCK","HNX","listed","Công ty Cổ phần Đầu tư và Phát triển điện miền Trung","Mien Trung Power Investment and Development Joint - Stock Company","Đ.tư điện M.Trung","2009-01-14",,"2439","VN000000SEB6",
"HPS","STOCK","HNX","delisted","Công ty Cổ phần Đá xây dựng Hòa Phát","Hoa Phat Construction Stone Joint stock Company",,"2006-12-25","2016-05-27","1262","VN000000HPS9",
"PJC","STOCK","HNX","listed","Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội","Petrolimex Ha Noi Transportation and Trading Joint-Stock Company.","V.tải Petro HN","2006-12-25",,"1265","VN000000PJC9",
"S64","STOCK","HNX","delisted","Công ty Cổ phần Sông Đà 6.04","Song da 6.04 joint stock company",,"2006-12-25","2012-07-12","1269",,
